"dteday","season","yr","mnth","hr","holiday","weekday","workingday","weathersit","temp","atemp","hum","windspeed","casual","registered","cnt"
15264,4,0,10,13,0,1,1,1,0.56,0.5303,0.46,0.0896,49,156,205
15264,4,0,10,14,0,1,1,1,0.58,0.5455,0.49,0.194,44,122,166
15264,4,0,10,15,0,1,1,1,0.56,0.5303,0.6,0.2537,66,142,208
15264,4,0,10,16,0,1,1,1,0.58,0.5455,0.56,0.2537,64,238,302
15264,4,0,10,17,0,1,1,1,0.56,0.5303,0.64,0.1343,80,540,620
15264,4,0,10,18,0,1,1,1,0.56,0.5303,0.6,0,49,469,518
15264,4,0,10,19,0,1,1,1,0.54,0.5152,0.68,0.1045,45,288,333
15264,4,0,10,20,0,1,1,1,0.52,0.5,0.77,0.1045,40,189,229
15264,4,0,10,21,0,1,1,1,0.5,0.4848,0.77,0.1045,36,141,177
15264,4,0,10,22,0,1,1,1,0.5,0.4848,0.77,0,16,88,104
15264,4,0,10,23,0,1,1,2,0.48,0.4697,0.88,0,10,52,62
15265,4,0,10,0,0,2,1,1,0.48,0.4697,0.82,0,8,23,31
15265,4,0,10,1,0,2,1,2,0.46,0.4545,0.88,0,4,7,11
15265,4,0,10,2,0,2,1,1,0.44,0.4394,0.94,0.0896,1,4,5
15265,4,0,10,3,0,2,1,1,0.44,0.4394,0.94,0.0896,0,1,1
15265,4,0,10,4,0,2,1,2,0.44,0.4394,0.94,0.1045,0,4,4
15265,4,0,10,5,0,2,1,2,0.46,0.4545,0.88,0,2,19,21
15265,4,0,10,6,0,2,1,1,0.46,0.4545,0.82,0.0896,4,105,109
15265,4,0,10,7,0,2,1,1,0.46,0.4545,0.88,0.0896,15,326,341
15265,4,0,10,8,0,2,1,1,0.5,0.4848,0.77,0.0896,25,474,499
15265,4,0,10,9,0,2,1,2,0.52,0.5,0.77,0.0896,29,198,227
15265,4,0,10,10,0,2,1,2,0.56,0.5303,0.68,0,27,75,102
15265,4,0,10,11,0,2,1,2,0.6,0.6212,0.49,0.1045,35,112,147
15265,4,0,10,12,0,2,1,2,0.62,0.6212,0.43,0.0896,42,159,201
15265,4,0,10,13,0,2,1,2,0.64,0.6212,0.38,0.194,48,171,219
15265,4,0,10,14,0,2,1,2,0.62,0.6212,0.41,0.1642,32,137,169
15265,4,0,10,15,0,2,1,1,0.62,0.6212,0.5,0.194,66,139,205
15265,4,0,10,16,0,2,1,1,0.62,0.6212,0.57,0.2537,58,246,304
15265,4,0,10,17,0,2,1,1,0.6,0.6061,0.6,0.1343,72,553,625
15265,4,0,10,18,0,2,1,1,0.56,0.5303,0.68,0.1045,58,512,570
15265,4,0,10,19,0,2,1,1,0.56,0.5303,0.6,0.1045,31,286,317
15265,4,0,10,20,0,2,1,1,0.54,0.5152,0.64,0.1642,23,204,227
15265,4,0,10,21,0,2,1,2,0.54,0.5152,0.68,0.1343,28,178,206
15265,4,0,10,22,0,2,1,2,0.52,0.5,0.77,0.1642,22,115,137
15265,4,0,10,23,0,2,1,2,0.52,0.5,0.77,0.194,7,63,70
15266,4,0,10,0,0,3,1,2,0.52,0.5,0.77,0.194,11,23,34
15266,4,0,10,1,0,3,1,2,0.52,0.5,0.77,0.194,7,9,16
15266,4,0,10,2,0,3,1,2,0.52,0.5,0.77,0.194,1,6,7
15266,4,0,10,4,0,3,1,3,0.5,0.4848,0.94,0.194,0,3,3
15266,4,0,10,5,0,3,1,3,0.5,0.4848,1,0.1045,0,3,3
15266,4,0,10,6,0,3,1,3,0.52,0.5,0.83,0.2537,3,28,31
15266,4,0,10,7,0,3,1,3,0.52,0.5,0.77,0.2537,1,67,68
15266,4,0,10,8,0,3,1,3,0.54,0.5152,0.7,0.4925,10,200,210
15266,4,0,10,9,0,3,1,3,0.52,0.5,0.88,0.4925,17,185,202
15266,4,0,10,10,0,3,1,3,0.52,0.5,0.88,0.4925,14,109,123
15266,4,0,10,11,0,3,1,3,0.52,0.5,0.94,0.2537,33,116,149
15266,4,0,10,12,0,3,1,3,0.52,0.5,0.94,0.3284,13,117,130
15266,4,0,10,13,0,3,1,2,0.54,0.5152,0.94,0.2836,20,86,106
15266,4,0,10,14,0,3,1,3,0.54,0.5152,0.94,0.1642,17,80,97
15266,4,0,10,15,0,3,1,3,0.54,0.5152,1,0.1343,21,99,120
15266,4,0,10,16,0,3,1,3,0.56,0.5303,0.94,0.1642,21,180,201
15266,4,0,10,17,0,3,1,3,0.56,0.5303,0.94,0.1642,11,170,181
15266,4,0,10,18,0,3,1,3,0.56,0.5303,1,0.1642,8,132,140
15266,4,0,10,19,0,3,1,2,0.6,0.5455,0.88,0.1343,8,189,197
15266,4,0,10,20,0,3,1,3,0.6,0.5152,0.94,0.0896,5,140,145
15266,4,0,10,21,0,3,1,2,0.58,0.5455,0.94,0.1343,6,79,85
15266,4,0,10,22,0,3,1,2,0.58,0.5455,0.94,0.3582,13,94,107
15266,4,0,10,23,0,3,1,2,0.58,0.5455,0.94,0.3582,14,55,69
15267,4,0,10,0,0,4,1,1,0.56,0.5303,0.94,0.2985,4,22,26
15267,4,0,10,1,0,4,1,1,0.56,0.5303,0.88,0.3582,4,11,15
15267,4,0,10,2,0,4,1,1,0.56,0.5303,0.88,0.4478,0,4,4
15267,4,0,10,3,0,4,1,1,0.5,0.4848,0.82,0.4627,0,1,1
15267,4,0,10,4,0,4,1,1,0.5,0.4848,0.82,0.4627,2,6,8
15267,4,0,10,5,0,4,1,1,0.48,0.4697,0.82,0.3582,2,24,26
15267,4,0,10,6,0,4,1,1,0.44,0.4394,0.82,0.4179,5,87,92
15267,4,0,10,7,0,4,1,1,0.42,0.4242,0.77,0.4478,15,303,318
15267,4,0,10,8,0,4,1,1,0.44,0.4394,0.67,0.5224,17,409,426
15267,4,0,10,9,0,4,1,1,0.44,0.4394,0.67,0.5821,26,197,223
15267,4,0,10,10,0,4,1,1,0.46,0.4545,0.59,0.4478,25,105,130
15267,4,0,10,11,0,4,1,1,0.48,0.4697,0.55,0.5224,30,99,129
15267,4,0,10,12,0,4,1,1,0.48,0.4697,0.48,0.5224,28,171,199
15267,4,0,10,13,0,4,1,1,0.5,0.4848,0.45,0.5821,28,136,164
15267,4,0,10,14,0,4,1,2,0.48,0.4697,0.48,0.5522,38,117,155
15267,4,0,10,15,0,4,1,2,0.48,0.4697,0.51,0.4478,22,138,160
15267,4,0,10,16,0,4,1,2,0.48,0.4697,0.51,0.4478,31,203,234
15267,4,0,10,17,0,4,1,2,0.48,0.4697,0.48,0.3881,56,438,494
15267,4,0,10,18,0,4,1,2,0.46,0.4545,0.51,0.2985,39,430,469
15267,4,0,10,19,0,4,1,1,0.46,0.4545,0.51,0.3582,20,278,298
15267,4,0,10,20,0,4,1,2,0.46,0.4545,0.51,0.3284,34,207,241
15267,4,0,10,21,0,4,1,1,0.44,0.4394,0.51,0.2985,16,149,165
15267,4,0,10,22,0,4,1,1,0.44,0.4394,0.51,0.3284,22,106,128
15267,4,0,10,23,0,4,1,1,0.42,0.4242,0.58,0.2537,7,83,90
15268,4,0,10,0,0,5,1,1,0.4,0.4091,0.62,0.2537,8,42,50
15268,4,0,10,1,0,5,1,1,0.4,0.4091,0.62,0.2239,7,19,26
15268,4,0,10,2,0,5,1,1,0.38,0.3939,0.66,0.1642,6,12,18
15268,4,0,10,3,0,5,1,1,0.36,0.3485,0.71,0.1343,0,7,7
15268,4,0,10,4,0,5,1,1,0.36,0.3485,0.71,0.1642,0,6,6
15268,4,0,10,5,0,5,1,1,0.34,0.3333,0.76,0.194,0,31,31
15268,4,0,10,6,0,5,1,1,0.36,0.3485,0.71,0.1642,7,78,85
15268,4,0,10,7,0,5,1,1,0.36,0.3485,0.71,0.1642,5,228,233
15268,4,0,10,8,0,5,1,1,0.4,0.4091,0.62,0.194,16,386,402
15268,4,0,10,9,0,5,1,2,0.42,0.4242,0.58,0.1343,33,189,222
15268,4,0,10,10,0,5,1,1,0.46,0.4545,0.51,0.1642,32,106,138
15268,4,0,10,11,0,5,1,1,0.5,0.4848,0.45,0.2239,39,135,174
15268,4,0,10,12,0,5,1,1,0.5,0.4848,0.45,0.2985,47,193,240
15268,4,0,10,13,0,5,1,1,0.48,0.4697,0.48,0.3284,43,163,206
15268,4,0,10,14,0,5,1,1,0.52,0.5,0.42,0.2985,67,131,198
15268,4,0,10,15,0,5,1,1,0.5,0.4848,0.45,0.2836,57,178,235
15268,4,0,10,16,0,5,1,1,0.5,0.4848,0.45,0.2537,60,242,302
15268,4,0,10,17,0,5,1,2,0.46,0.4545,0.51,0.2537,79,445,524
15268,4,0,10,18,0,5,1,2,0.44,0.4394,0.54,0.2537,43,354,397
15268,4,0,10,19,0,5,1,2,0.44,0.4394,0.54,0.3881,25,228,253
15268,4,0,10,20,0,5,1,2,0.44,0.4394,0.54,0.2239,29,155,184
15268,4,0,10,21,0,5,1,1,0.42,0.4242,0.58,0.1642,31,112,143
15268,4,0,10,22,0,5,1,1,0.42,0.4242,0.54,0.1642,24,89,113
15268,4,0,10,23,0,5,1,1,0.4,0.4091,0.62,0.2239,18,99,117
15269,4,0,10,0,0,6,0,1,0.4,0.4091,0.62,0.194,16,80,96
15269,4,0,10,1,0,6,0,1,0.4,0.4091,0.62,0.194,20,50,70
15269,4,0,10,2,0,6,0,1,0.4,0.4091,0.62,0.2537,6,25,31
15269,4,0,10,3,0,6,0,1,0.4,0.4091,0.62,0.1343,1,19,20
15269,4,0,10,4,0,6,0,1,0.38,0.3939,0.66,0.0896,4,4,8
15269,4,0,10,5,0,6,0,1,0.38,0.3939,0.66,0,1,7,8
15269,4,0,10,6,0,6,0,1,0.36,0.3788,0.71,0,1,17,18
15269,4,0,10,7,0,6,0,1,0.36,0.3636,0.76,0.1045,8,49,57
15269,4,0,10,8,0,6,0,1,0.4,0.4091,0.71,0,26,88,114
15269,4,0,10,9,0,6,0,1,0.42,0.4242,0.67,0.0896,47,122,169
15269,4,0,10,10,0,6,0,2,0.44,0.4394,0.62,0.1045,87,149,236
15269,4,0,10,11,0,6,0,2,0.44,0.4394,0.62,0.1045,110,172,282
15269,4,0,10,12,0,6,0,1,0.46,0.4545,0.55,0.0896,132,211,343
15269,4,0,10,13,0,6,0,1,0.5,0.4848,0.45,0,136,186,322
15269,4,0,10,14,0,6,0,2,0.48,0.4697,0.48,0.2239,133,177,310
15269,4,0,10,15,0,6,0,1,0.48,0.4697,0.51,0.2239,159,223,382
15269,4,0,10,16,0,6,0,1,0.5,0.4848,0.45,0.194,169,190,359
15269,4,0,10,17,0,6,0,1,0.46,0.4545,0.55,0.1343,143,217,360
15269,4,0,10,18,0,6,0,1,0.44,0.4394,0.54,0.0896,111,224,335
15269,4,0,10,19,0,6,0,1,0.44,0.4394,0.67,0,47,173,220
15269,4,0,10,20,0,6,0,1,0.42,0.4242,0.67,0,48,111,159
15269,4,0,10,21,0,6,0,1,0.4,0.4091,0.76,0,37,120,157
15269,4,0,10,22,0,6,0,1,0.4,0.4091,0.76,0,30,114,144
15269,4,0,10,23,0,6,0,1,0.38,0.3939,0.82,0,27,81,108
15270,4,0,10,0,0,0,0,1,0.36,0.3788,0.87,0,24,64,88
15270,4,0,10,1,0,0,0,1,0.36,0.3788,0.87,0,11,60,71
15270,4,0,10,2,0,0,0,1,0.34,0.3485,0.87,0.0896,10,40,50
15270,4,0,10,3,0,0,0,1,0.34,0.3636,0.87,0,15,31,46
15270,4,0,10,4,0,0,0,1,0.34,0.3636,0.87,0,5,1,6
15270,4,0,10,5,0,0,0,1,0.32,0.3485,0.87,0,1,2,3
15270,4,0,10,6,0,0,0,1,0.32,0.3333,0.87,0.1045,0,12,12
15270,4,0,10,7,0,0,0,1,0.34,0.3485,0.87,0.0896,3,18,21
15270,4,0,10,8,0,0,0,1,0.36,0.3485,0.87,0.1343,32,56,88
15270,4,0,10,9,0,0,0,1,0.4,0.4091,0.76,0,48,95,143
15270,4,0,10,10,0,0,0,1,0.42,0.4242,0.71,0.0896,104,185,289
15270,4,0,10,11,0,0,0,1,0.46,0.4545,0.72,0.1642,131,202,333
15270,4,0,10,12,0,0,0,1,0.5,0.4848,0.59,0.2537,164,249,413
15270,4,0,10,13,0,0,0,1,0.52,0.5,0.55,0.194,160,255,415
15270,4,0,10,14,0,0,0,1,0.52,0.5,0.55,0.2239,192,216,408
15270,4,0,10,15,0,0,0,1,0.52,0.5,0.52,0.1642,171,216,387
15270,4,0,10,16,0,0,0,1,0.52,0.5,0.55,0.194,188,217,405
15270,4,0,10,17,0,0,0,1,0.5,0.4848,0.63,0.1343,120,220,340
15270,4,0,10,18,0,0,0,1,0.5,0.4848,0.63,0.1045,88,196,284
15270,4,0,10,19,0,0,0,1,0.46,0.4545,0.77,0,53,140,193
15270,4,0,10,20,0,0,0,1,0.44,0.4394,0.72,0.0896,32,112,144
15270,4,0,10,21,0,0,0,1,0.44,0.4394,0.72,0.0896,24,75,99
15270,4,0,10,22,0,0,0,1,0.42,0.4242,0.77,0.1045,25,69,94
15270,4,0,10,23,0,0,0,1,0.42,0.4242,0.77,0.1642,18,31,49
15271,4,0,10,0,0,1,1,1,0.42,0.4242,0.77,0,6,26,32
15271,4,0,10,1,0,1,1,1,0.4,0.4091,0.82,0.1343,7,8,15
15271,4,0,10,2,0,1,1,1,0.4,0.4091,0.87,0.1045,1,6,7
15271,4,0,10,3,0,1,1,1,0.4,0.4091,0.82,0.0896,1,3,4
15271,4,0,10,4,0,1,1,1,0.4,0.4091,0.82,0,1,5,6
15271,4,0,10,5,0,1,1,1,0.38,0.3939,0.87,0,2,19,21
15271,4,0,10,6,0,1,1,1,0.4,0.4091,0.87,0.1045,3,83,86
15271,4,0,10,7,0,1,1,2,0.38,0.3939,0.94,0.1045,11,274,285
15271,4,0,10,8,0,1,1,2,0.42,0.4242,0.88,0.1642,20,378,398
15271,4,0,10,9,0,1,1,2,0.44,0.4394,0.82,0.1642,29,166,195
15271,4,0,10,10,0,1,1,2,0.46,0.4545,0.82,0.2537,47,82,129
15271,4,0,10,11,0,1,1,2,0.5,0.4848,0.72,0.1642,59,109,168
15271,4,0,10,12,0,1,1,2,0.52,0.5,0.68,0.1045,64,156,220
15271,4,0,10,13,0,1,1,2,0.54,0.5152,0.64,0.2239,60,138,198
15271,4,0,10,14,0,1,1,2,0.54,0.5152,0.64,0.194,63,143,206
15271,4,0,10,15,0,1,1,1,0.56,0.5303,0.6,0.1642,52,125,177
15271,4,0,10,16,0,1,1,1,0.54,0.5152,0.64,0.194,68,242,310
15271,4,0,10,17,0,1,1,1,0.52,0.5,0.68,0.1343,87,527,614
15271,4,0,10,18,0,1,1,1,0.54,0.5152,0.6,0.0896,58,428,486
15271,4,0,10,19,0,1,1,3,0.48,0.4697,0.82,0,25,212,237
15271,4,0,10,20,0,1,1,1,0.48,0.4697,0.82,0.1045,11,118,129
15271,4,0,10,21,0,1,1,1,0.46,0.4545,0.87,0.1045,12,114,126
15271,4,0,10,22,0,1,1,1,0.48,0.4697,0.75,0.1642,3,76,79
15271,4,0,10,23,0,1,1,1,0.46,0.4545,0.77,0.0896,9,50,59
15272,4,0,10,0,0,2,1,1,0.44,0.4394,0.77,0.1343,4,26,30
15272,4,0,10,1,0,2,1,1,0.44,0.4394,0.77,0.1343,5,6,11
15272,4,0,10,2,0,2,1,1,0.42,0.4242,0.82,0.1343,2,3,5
15272,4,0,10,3,0,2,1,1,0.4,0.4091,0.87,0,1,3,4
15272,4,0,10,4,0,2,1,1,0.38,0.3939,0.87,0.1343,0,5,5
15272,4,0,10,5,0,2,1,1,0.38,0.3939,0.87,0.1343,0,24,24
15272,4,0,10,6,0,2,1,1,0.38,0.3939,0.82,0.1045,3,95,98
15272,4,0,10,7,0,2,1,1,0.4,0.4091,0.76,0.194,15,299,314
15272,4,0,10,8,0,2,1,1,0.44,0.4394,0.72,0,25,383,408
15272,4,0,10,9,0,2,1,1,0.48,0.4697,0.55,0.2239,29,194,223
15272,4,0,10,10,0,2,1,1,0.5,0.4848,0.51,0.2537,26,102,128
15272,4,0,10,11,0,2,1,1,0.52,0.5,0.48,0.2836,46,120,166
15272,4,0,10,12,0,2,1,1,0.54,0.5152,0.39,0.3582,35,165,200
15272,4,0,10,13,0,2,1,1,0.56,0.5303,0.37,0.3881,37,161,198
15272,4,0,10,14,0,2,1,1,0.56,0.5303,0.4,0.2537,66,134,200
15272,4,0,10,15,0,2,1,1,0.56,0.5303,0.37,0.1045,63,171,234
15272,4,0,10,16,0,2,1,1,0.56,0.5303,0.37,0.194,52,233,285
15272,4,0,10,17,0,2,1,1,0.56,0.5303,0.37,0.1045,68,517,585
15272,4,0,10,18,0,2,1,1,0.52,0.5,0.42,0.1045,65,453,518
15272,4,0,10,19,0,2,1,1,0.48,0.4697,0.67,0.194,44,294,338
15272,4,0,10,20,0,2,1,1,0.46,0.4545,0.67,0.1045,40,208,248
15272,4,0,10,21,0,2,1,1,0.44,0.4394,0.72,0.1343,32,169,201
15272,4,0,10,22,0,2,1,1,0.46,0.4545,0.67,0.194,22,148,170
15272,4,0,10,23,0,2,1,1,0.44,0.4394,0.72,0.1343,15,79,94
15273,4,0,10,0,0,3,1,1,0.44,0.4394,0.72,0.194,4,28,32
15273,4,0,10,1,0,3,1,1,0.44,0.4394,0.67,0.2537,3,9,12
15273,4,0,10,2,0,3,1,1,0.44,0.4394,0.67,0.1642,2,1,3
15273,4,0,10,3,0,3,1,1,0.44,0.4394,0.67,0.2239,0,3,3
15273,4,0,10,4,0,3,1,1,0.42,0.4242,0.71,0.2537,0,5,5
15273,4,0,10,5,0,3,1,1,0.42,0.4242,0.71,0.2239,0,21,21
15273,4,0,10,6,0,3,1,1,0.42,0.4242,0.71,0.2239,0,92,92
15273,4,0,10,7,0,3,1,1,0.42,0.4242,0.71,0.1642,15,284,299
15273,4,0,10,8,0,3,1,2,0.44,0.4394,0.67,0.194,26,438,464
15273,4,0,10,9,0,3,1,2,0.48,0.4697,0.63,0.2239,14,226,240
15273,4,0,10,10,0,3,1,2,0.52,0.5,0.62,0.2537,26,105,131
15273,4,0,10,11,0,3,1,1,0.52,0.5,0.59,0.3284,23,132,155
15273,4,0,10,12,0,3,1,3,0.58,0.5455,0.53,0.2239,39,155,194
15273,4,0,10,13,0,3,1,3,0.56,0.5303,0.6,0.1045,20,62,82
15273,4,0,10,14,0,3,1,2,0.52,0.5,0.77,0,14,52,66
15273,4,0,10,15,0,3,1,2,0.52,0.5,0.77,0,11,59,70
15273,4,0,10,16,0,3,1,2,0.52,0.5,0.77,0.0896,17,196,213
15273,4,0,10,17,0,3,1,2,0.52,0.5,0.77,0.1045,40,414,454
15273,4,0,10,18,0,3,1,1,0.52,0.5,0.77,0.1642,55,398,453
15273,4,0,10,19,0,3,1,1,0.5,0.4848,0.82,0,25,306,331
15273,4,0,10,20,0,3,1,1,0.5,0.4848,0.88,0,27,180,207
15273,4,0,10,21,0,3,1,2,0.52,0.5,0.77,0,17,140,157
15273,4,0,10,22,0,3,1,2,0.48,0.4697,0.88,0.0896,23,112,135
15273,4,0,10,23,0,3,1,2,0.48,0.4697,0.88,0.0896,3,72,75
15274,4,0,10,0,0,4,1,1,0.46,0.4545,0.94,0,3,23,26
15274,4,0,10,1,0,4,1,1,0.46,0.4545,0.94,0,2,9,11
15274,4,0,10,2,0,4,1,3,0.46,0.4545,0.94,0,3,5,8
15274,4,0,10,3,0,4,1,3,0.46,0.4545,0.94,0,1,3,4
15274,4,0,10,4,0,4,1,3,0.48,0.4697,0.88,0,1,3,4
15274,4,0,10,5,0,4,1,3,0.48,0.4697,0.88,0.0896,1,14,15
15274,4,0,10,6,0,4,1,3,0.5,0.4848,0.82,0,4,42,46
15274,4,0,10,7,0,4,1,2,0.46,0.4545,0.94,0.0896,9,128,137
15274,4,0,10,8,0,4,1,3,0.48,0.4697,0.88,0.194,12,304,316
15274,4,0,10,9,0,4,1,2,0.5,0.4848,0.82,0.1642,16,155,171
15274,4,0,10,10,0,4,1,3,0.5,0.4848,0.88,0.194,10,52,62
15274,4,0,10,11,0,4,1,3,0.5,0.4848,0.88,0.1343,8,44,52
15274,4,0,10,12,0,4,1,3,0.5,0.4848,0.88,0.1343,8,45,53
15274,4,0,10,13,0,4,1,2,0.5,0.4848,0.88,0.1642,10,64,74
15274,4,0,10,14,0,4,1,2,0.52,0.5,0.83,0,16,76,92
15274,4,0,10,15,0,4,1,2,0.52,0.5,0.83,0.1045,12,95,107
15274,4,0,10,16,0,4,1,2,0.56,0.5303,0.73,0.1642,14,193,207
15274,4,0,10,17,0,4,1,2,0.5,0.4848,0.72,0.4627,31,291,322
15274,4,0,10,18,0,4,1,2,0.48,0.4697,0.67,0.4627,14,226,240
15274,4,0,10,19,0,4,1,2,0.44,0.4394,0.67,0.4627,19,200,219
15274,4,0,10,20,0,4,1,1,0.42,0.4242,0.67,0.4925,11,171,182
15274,4,0,10,21,0,4,1,1,0.4,0.4091,0.62,0.5224,13,119,132
15274,4,0,10,22,0,4,1,1,0.36,0.3182,0.66,0.4925,14,97,111
15274,4,0,10,23,0,4,1,1,0.34,0.303,0.61,0.4179,8,60,68
15275,4,0,10,0,0,5,1,1,0.34,0.3182,0.66,0.2537,4,40,44
15275,4,0,10,1,0,5,1,1,0.32,0.303,0.66,0.2537,7,9,16
15275,4,0,10,2,0,5,1,1,0.32,0.303,0.66,0.2836,1,3,4
15275,4,0,10,3,0,5,1,1,0.3,0.2879,0.7,0.2836,4,4,8
15275,4,0,10,4,0,5,1,1,0.3,0.2879,0.65,0.2836,5,5,10
15275,4,0,10,5,0,5,1,2,0.3,0.2879,0.61,0.2537,0,25,25
15275,4,0,10,6,0,5,1,1,0.28,0.2727,0.65,0.2537,1,74,75
15275,4,0,10,7,0,5,1,1,0.28,0.2727,0.65,0.2537,6,199,205
15275,4,0,10,8,0,5,1,1,0.3,0.2879,0.61,0.2836,13,361,374
15275,4,0,10,9,0,5,1,1,0.32,0.303,0.57,0.2239,19,210,229
15275,4,0,10,10,0,5,1,1,0.34,0.3182,0.57,0.2239,28,102,130
15275,4,0,10,11,0,5,1,1,0.36,0.3485,0.5,0.2239,40,128,168
15275,4,0,10,12,0,5,1,2,0.38,0.3939,0.4,0.1642,46,167,213
15275,4,0,10,13,0,5,1,2,0.38,0.3939,0.42,0.2239,43,185,228
15275,4,0,10,14,0,5,1,2,0.36,0.3485,0.46,0.194,33,152,185
15275,4,0,10,15,0,5,1,2,0.36,0.3333,0.43,0.2537,44,171,215
15275,4,0,10,16,0,5,1,2,0.36,0.3485,0.46,0.1642,46,262,308
15275,4,0,10,17,0,5,1,2,0.36,0.3485,0.5,0.1343,35,411,446
15275,4,0,10,18,0,5,1,2,0.36,0.3485,0.53,0.1642,36,332,368
15275,4,0,10,19,0,5,1,2,0.36,0.3485,0.5,0.1343,16,188,204
15275,4,0,10,20,0,5,1,3,0.34,0.3182,0.61,0.2239,12,131,143
15275,4,0,10,21,0,5,1,3,0.32,0.3182,0.7,0.1642,5,69,74
15275,4,0,10,22,0,5,1,3,0.3,0.2879,0.75,0.2836,4,32,36
15275,4,0,10,23,0,5,1,3,0.3,0.2727,0.81,0.3284,8,31,39
15276,4,0,10,0,0,6,0,3,0.28,0.2576,0.87,0.2985,0,19,19
15276,4,0,10,1,0,6,0,3,0.3,0.2727,0.87,0.2985,0,18,18
15276,4,0,10,2,0,6,0,3,0.3,0.2727,0.87,0.2985,1,16,17
15276,4,0,10,3,0,6,0,3,0.3,0.2727,0.81,0.4179,0,8,8
15276,4,0,10,4,0,6,0,3,0.3,0.2727,0.81,0.4179,0,1,1
15276,4,0,10,5,0,6,0,3,0.26,0.2273,0.93,0.3582,0,1,1
15276,4,0,10,6,0,6,0,3,0.26,0.2273,0.87,0.3582,4,1,5
15276,4,0,10,7,0,6,0,3,0.26,0.2273,0.87,0.3582,1,6,7
15276,4,0,10,8,0,6,0,3,0.28,0.2576,0.87,0.3582,4,16,20
15276,4,0,10,9,0,6,0,3,0.28,0.2576,0.87,0.3582,1,19,20
15276,4,0,10,10,0,6,0,3,0.26,0.2273,0.93,0.3284,0,12,12
15276,4,0,10,11,0,6,0,3,0.26,0.2273,0.93,0.3881,1,26,27
15276,4,0,10,12,0,6,0,3,0.24,0.197,0.87,0.4925,6,44,50
15276,4,0,10,13,0,6,0,3,0.24,0.197,0.87,0.5224,0,30,30
15276,4,0,10,14,0,6,0,3,0.24,0.197,0.87,0.4478,0,29,29
15276,4,0,10,15,0,6,0,3,0.22,0.2121,0.93,0.2537,3,38,41
15276,4,0,10,16,0,6,0,3,0.22,0.197,0.93,0.3284,3,19,22
15276,4,0,10,17,0,6,0,3,0.22,0.197,0.93,0.3284,3,28,31
15276,4,0,10,18,0,6,0,3,0.22,0.197,0.93,0.3284,6,37,43
15276,4,0,10,19,0,6,0,1,0.24,0.2121,0.87,0.3582,3,36,39
15276,4,0,10,20,0,6,0,1,0.24,0.2121,0.87,0.3582,7,40,47
15276,4,0,10,21,0,6,0,1,0.24,0.2121,0.87,0.3582,1,49,50
15276,4,0,10,22,0,6,0,1,0.22,0.2121,0.87,0.2239,10,44,54
15276,4,0,10,23,0,6,0,1,0.22,0.2273,0.87,0.194,3,33,36
15277,4,0,10,0,0,0,0,1,0.22,0.2121,0.87,0.2239,7,47,54
15277,4,0,10,1,0,0,0,1,0.22,0.2121,0.87,0.2537,9,34,43
15277,4,0,10,2,0,0,0,1,0.22,0.2121,0.87,0.2836,7,43,50
15277,4,0,10,3,0,0,0,1,0.24,0.2121,0.75,0.3582,7,26,33
15277,4,0,10,4,0,0,0,1,0.22,0.197,0.8,0.3284,1,10,11
15277,4,0,10,5,0,0,0,1,0.24,0.2121,0.75,0.2985,0,4,4
15277,4,0,10,6,0,0,0,1,0.24,0.2273,0.75,0.2537,2,8,10
15277,4,0,10,7,0,0,0,1,0.24,0.2879,0.75,0,7,15,22
15277,4,0,10,8,0,0,0,1,0.26,0.2576,0.7,0.2239,20,60,80
15277,4,0,10,9,0,0,0,1,0.3,0.2879,0.65,0.2537,55,92,147
15277,4,0,10,10,0,0,0,1,0.32,0.3333,0.61,0.0896,53,125,178
15277,4,0,10,11,0,0,0,1,0.36,0.3485,0.53,0.2239,58,182,240
15277,4,0,10,12,0,0,0,1,0.38,0.3939,0.5,0.194,85,229,314
15277,4,0,10,13,0,0,0,1,0.4,0.4091,0.43,0.2239,113,232,345
15277,4,0,10,14,0,0,0,1,0.42,0.4242,0.38,0.194,91,209,300
15277,4,0,10,15,0,0,0,1,0.42,0.4242,0.35,0.1642,88,202,290
15277,4,0,10,16,0,0,0,1,0.42,0.4242,0.32,0.1343,107,213,320
15277,4,0,10,17,0,0,0,1,0.4,0.4091,0.35,0.1045,54,191,245
15277,4,0,10,18,0,0,0,1,0.36,0.3485,0.4,0.1343,51,162,213
15277,4,0,10,19,0,0,0,1,0.56,0.5303,0.49,0.2985,28,125,153
15277,4,0,10,20,0,0,0,1,0.34,0.3636,0.57,0,18,74,92
15277,4,0,10,21,0,0,0,1,0.32,0.3485,0.66,0,4,75,79
15277,4,0,10,22,0,0,0,1,0.3,0.3333,0.75,0,13,58,71
15277,4,0,10,23,0,0,0,1,0.26,0.303,0.87,0,7,30,37
15278,4,0,10,0,0,1,1,1,0.26,0.303,0.87,0,3,20,23
15278,4,0,10,1,0,1,1,1,0.26,0.303,0.81,0,5,8,13
15278,4,0,10,2,0,1,1,1,0.24,0.2879,0.87,0,0,3,3
15278,4,0,10,3,0,1,1,1,0.24,0.2576,0.87,0.1045,0,3,3
15278,4,0,10,4,0,1,1,1,0.24,0.2879,0.87,0,1,5,6
15278,4,0,10,5,0,1,1,1,0.22,0.2727,0.93,0,0,18,18
15278,4,0,10,6,0,1,1,1,0.24,0.2879,0.87,0,4,82,86
